account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned,Orders_per_Month,total_customer_spend,inactivity_risk_score,frustration_index,discount_hunter
17,56.2,1,18,0.357,0.1168,0,0,4.9,0.957,3.23,5.77,7.84,5.2,0,1.0588235294117647,56.2,3.0508474576271185,0.0,1.8564
6,57.68,4,21,0.058,0.0704,0,0,4.5,0.763,3.51,5.58,8.28,3.1,0,1.6666666666666665,230.72,3.8181818181818183,0.0,0.17980000000000002
46,78.47,12,36,0.176,0.0448,0,1,3.4,0.705,2.78,4.73,7.63,3.8,0,1.2608695652173914,941.64,8.181818181818182,0.0,0.6688
7,112.08,4,69,0.344,0.0144,0,1,1.9,0.111,4.98,2.32,9.93,4.7,0,1.5714285714285714,448.32,23.79310344827586,0.0,1.6168
7,32.44,2,37,0.217,0.0264,1,0,3.2,0.655,4.58,4.28,8.83,4.3,0,1.2857142857142856,64.88,8.809523809523808,0.0026856561546286877,0.9330999999999999
57,79.81,15,4,0.262,0.024,0,0,0.9,0.764,4.48,5.6,9.4,4.4,0,1.263157894736842,1197.15,2.1052631578947367,0.0,1.1528
57,44.24,15,3,0.283,0.1296,0,0,4.9,0.245,4.77,6.98,9.34,4.7,0,1.263157894736842,663.6,0.5084745762711864,0.0,1.3300999999999998
37,76.67,19,3,0.283,0.1264,1,0,1.0,0.741,3.21,5.82,7.12,4.5,0,1.5135135135135136,1456.73,1.5,0.015566502463054186,1.2734999999999999
5,51.01,3,47,0.685,0.156,1,0,0.0,0.503,3.61,2.75,7.42,7.5,1,1.6,153.03,47.0,0.01852731591448931,5.1375
33,150.15,1,34,0.023,0.016,0,0,1.6,0.732,3.93,3.87,8.88,2.3,0,1.0303030303030303,150.15,13.076923076923077,0.0,0.052899999999999996
50,59.6,1,11,0.097,0.0144,0,0,5.3,0.87,3.77,6.25,8.72,3.3,0,1.02,59.6,1.746031746031746,0.0,0.3201
10,65.88,3,32,0.429,0.1016,0,0,4.4,0.489,4.4,4.97,9.06,5.6,0,1.3,197.64,5.925925925925926,0.0,2.4023999999999996
17,122.47,5,15,0.437,0.0248,1,0,5.7,0.449,3.75,6.32,8.0,5.3,0,1.2941176470588236,612.35,2.2388059701492535,0.0027555555555555554,2.3161
40,55.79,1,42,0.491,0.0728,0,0,3.3,0.58,4.26,4.03,9.02,6.1,0,1.025,55.79,9.767441860465116,0.0,2.9951
28,91.38,1,70,0.17,0.012,1,0,3.4,0.593,3.96,2.67,8.25,3.6,1,1.0357142857142858,91.38,15.909090909090908,0.0012972972972972972,0.6120000000000001
47,72.79,24,50,0.015,0.0328,0,0,5.0,0.347,5.0,4.97,9.89,2.7,0,1.5106382978723403,1746.96,8.333333333333334,0.0,0.0405
46,93.31,12,67,0.067,0.068,0,0,5.9,0.322,4.33,4.02,9.1,2.9,0,1.2608695652173914,1119.72,9.71014492753623,0.0,0.1943
22,35.49,1,19,0.589,0.0288,2,0,2.9,0.362,3.12,5.05,6.69,6.9,0,1.0454545454545454,35.49,4.871794871794872,0.007490247074122236,4.0641
21,62.22,1,45,0.317,0.0016,0,0,0.0,0.815,3.65,2.78,8.64,4.8,0,1.0476190476190477,62.22,45.0,0.0,1.5216
47,75.05,1,20,0.319,0.0248,1,0,4.5,0.778,2.48,5.53,6.73,4.8,0,1.0212765957446808,75.05,3.6363636363636362,0.0032082794307891327,1.5312
56,75.36,85,8,0.448,0.064,0,1,5.7,0.668,4.42,8.17,9.21,5.7,0,2.517857142857143,6405.6,1.1940298507462686,0.0,2.5536000000000003
32,74.34,1,20,0.315,0.0832,2,0,1.3,0.454,4.0,4.47,7.39,4.8,0,1.03125,74.34,8.695652173913045,0.019833134684147793,1.512
32,86.38,9,1,0.318,0.0384,0,0,0.4,0.803,4.51,5.38,9.38,4.7,0,1.28125,777.42,0.7142857142857143,0.0,1.4946000000000002
51,137.6,26,11,0.179,0.092,1,0,0.0,0.873,3.73,5.32,7.76,3.4,0,1.5098039215686274,3577.6,11.0,0.010502283105022832,0.6085999999999999
36,88.52,19,12,0.263,0.0504,1,1,1.0,0.816,3.42,5.37,7.59,4.3,0,1.5277777777777777,1681.8799999999999,6.0,0.005867287543655414,1.1309
31,98.5,16,45,0.064,0.2368,3,0,3.8,0.208,3.65,4.55,5.86,2.9,0,1.5161290322580645,1576.0,9.375,0.10355685131195336,0.1856
6,66.33,1,5,0.443,0.0288,2,0,1.3,0.617,3.02,5.22,6.59,5.7,0,1.1666666666666667,66.33,2.173913043478261,0.00758893280632411,2.5251
54,45.03,14,85,0.13,0.0416,0,0,2.7,0.615,3.71,2.12,8.57,3.6,1,1.2592592592592593,630.4200000000001,22.972972972972972,0.0,0.468
21,49.17,11,25,0.208,0.192,1,0,3.3,0.657,3.68,5.22,7.37,4.2,0,1.5238095238095237,540.87,5.813953488372094,0.02293906810035842,0.8736
35,44.85,9,28,0.383,0.128,0,0,2.3,0.835,2.9,4.67,7.47,5.4,0,1.2571428571428571,403.65000000000003,8.484848484848484,0.0,2.0682
14,40.73,1,31,0.077,0.012,2,1,0.0,0.513,4.46,3.48,8.09,3.3,0,1.0714285714285714,40.73,31.0,0.0026402640264026403,0.2541
23,101.41,6,31,0.051,0.0512,0,0,2.0,0.817,4.46,4.32,9.29,2.7,0,1.2608695652173914,608.46,10.333333333333334,0.0,0.1377
42,69.18,11,0,0.179,0.0448,0,1,2.1,0.529,3.77,6.07,8.62,3.8,0,1.2619047619047619,760.98,0.0,0.0,0.6801999999999999
24,68.48,19,18,0.047,0.1135999999999999,1,1,3.9,0.252,4.83,6.03,8.78,2.9,0,1.7916666666666665,1301.1200000000001,3.6734693877551017,0.011615541922290378,0.1363
30,167.84,8,9,0.099,0.1248,1,0,3.5,0.377,3.41,5.98,7.33,2.7,0,1.2666666666666666,1342.72,2.0,0.014981992797118846,0.26730000000000004
10,32.21,3,7,0.128,0.1608,1,0,4.9,0.816,4.06,6.38,7.86,3.7,0,1.3,96.63,1.1864406779661016,0.0181489841986456,0.4736
5,75.8,3,7,0.155,0.0288,0,0,3.5,0.335,4.52,5.92,9.42,3.6,0,1.6,227.39999999999998,1.5555555555555556,0.0,0.558
59,48.07,1,13,0.611,0.024,0,1,5.1,0.501,4.4,6.08,9.32,7.0,0,1.0169491525423728,48.07,2.1311475409836067,0.0,4.277
42,82.79,1,72,0.387,0.0088,1,0,1.1,0.546,4.6,1.8,8.9,5.2,1,1.0238095238095237,82.79,34.285714285714285,0.0008888888888888889,2.0124
30,58.24,8,175,0.093,0.1135999999999999,0,0,2.6,0.66,4.81,1.13,9.43,3.3,1,1.2666666666666666,465.92,48.61111111111111,0.0,0.3069
7,58.97,1,114,0.309,0.1504,0,0,0.9,0.662,4.46,1.0,8.96,4.8,1,1.1428571428571428,58.97,60.0,0.0,1.4831999999999999
6,107.5,2,3,0.202,0.004,1,1,3.1,0.918,2.94,5.95,7.26,3.8,0,1.3333333333333333,215.0,0.7317073170731708,0.00048426150121065375,0.7676000000000001
8,135.89,1,62,0.038,0.092,1,0,2.5,0.712,4.91,2.77,8.94,2.5,1,1.125,135.89,17.714285714285715,0.00925553319919517,0.095
52,147.07,27,32,0.464,0.0192,1,1,2.4,0.723,5.0,5.1,9.27,5.4,0,1.5192307692307692,3970.89,9.411764705882353,0.00186952288218111,2.5056000000000003
26,73.15,7,13,0.259,0.1159999999999999,2,1,1.9,0.595,2.32,5.22,5.6,4.4,0,1.2692307692307692,512.0500000000001,4.482758620689656,0.03515151515151512,1.1396000000000002
59,101.8,15,20,0.609,0.1936,1,1,3.4,0.192,2.97,5.63,6.66,6.7,0,1.2542372881355932,1527.0,4.545454545454545,0.02527415143603133,4.0803
18,73.33,10,14,0.377,0.0312,1,0,4.4,0.246,4.47,6.1,8.7,5.2,0,1.5555555555555556,733.3,2.5925925925925926,0.003216494845360825,1.9604000000000001
36,113.05,37,39,0.14,0.0104,0,0,5.8,0.691,4.08,6.22,9.05,3.3,0,2.0277777777777777,4182.849999999999,5.735294117647059,0.0,0.462
26,151.12,7,10,0.401,0.056,1,0,2.5,0.667,4.22,5.57,8.37,4.9,0,1.2692307692307692,1057.8400000000001,2.857142857142857,0.005976520811099254,1.9649000000000003
36,472.55,19,23,0.119,0.0,0,0,2.7,0.626,3.63,5.38,8.63,1.0,0,1.5277777777777777,8978.45,6.216216216216216,0.0,0.119
41,53.6,31,6,0.404,0.012,1,0,0.2,0.798,4.67,5.8,8.96,5.5,0,1.7560975609756098,1661.6000000000001,5.0,0.0012048192771084336,2.222
4,40.79,1,12,0.501,0.0008,0,0,3.2,0.552,4.3,5.5,9.3,6.3,0,1.25,40.79,2.857142857142857,0.0,3.1563
54,65.55,1,88,0.475,0.072,0,0,3.9,0.594,3.81,1.93,8.57,5.9,1,1.0185185185185186,65.55,17.959183673469386,0.0,2.8025
60,99.95,1,22,0.292,0.0032,2,0,2.4,0.83,3.8,4.73,7.46,4.4,0,1.0166666666666666,99.95,6.470588235294118,0.0007565011820330968,1.2848
13,79.66,4,23,0.094,0.0008,0,0,0.7,0.783,2.85,4.22,7.85,3.2,0,1.3076923076923077,318.64,13.529411764705882,0.0,0.3008
55,60.67,14,17,0.08,0.0448,2,0,5.6,0.29,3.81,6.48,7.33,3.2,0,1.2545454545454544,849.38,2.5757575757575757,0.010756302521008404,0.256
24,24.11,1,25,0.297,0.2152,2,0,3.2,0.798,3.21,4.85,6.16,4.9,0,1.0416666666666667,24.11,5.9523809523809526,0.06011173184357542,1.4553
55,186.85,1,43,0.481,0.0408,1,0,0.2,0.842,4.66,2.95,8.86,5.2,0,1.018181818181818,186.85,35.833333333333336,0.004137931034482759,2.5012
31,62.55,16,14,0.476,0.1159999999999999,1,1,2.3,0.245,2.96,5.6,6.91,6.0,0,1.5161290322580645,1000.8,4.242424242424242,0.01466498103666244,2.856
22,155.2,1,24,0.532,0.1832,1,0,4.0,0.792,4.84,5.17,8.56,5.8,0,1.0454545454545454,155.2,4.8,0.01916317991631799,3.0856
40,60.85,1,5,0.057,0.1104,2,0,3.2,0.695,3.72,5.85,7.02,3.0,0,1.025,60.85,1.1904761904761905,0.027531172069825437,0.171
18,109.54,19,50,0.069,0.124,0,0,0.7,0.859,4.9,3.37,9.49,2.8,0,2.0555555555555554,2081.26,29.411764705882355,0.0,0.1932
34,54.04,1,79,0.375,0.0336,0,0,0.0,0.605,3.59,1.08,8.48,5.3,1,1.0294117647058822,54.04,79.0,0.0,1.9874999999999998
23,60.18,1,13,0.167,0.0392,1,0,1.7,0.728,3.55,4.95,7.75,3.8,0,1.0434782608695652,60.18,4.814814814814815,0.00448,0.6346
39,211.93,10,32,0.589,0.0184,2,0,7.5,0.474,3.67,6.23,7.28,5.9,0,1.2564102564102564,2119.3,3.764705882352941,0.004444444444444444,3.4751
47,154.19,12,85,0.035,0.0176,0,1,1.2,0.315,4.2,1.55,9.14,2.3,1,1.2553191489361701,1850.28,38.63636363636363,0.0,0.0805
37,75.28,1,4,0.289,0.0688,0,0,1.2,0.58,5.0,5.23,9.77,4.6,0,1.027027027027027,75.28,1.8181818181818181,0.0,1.3293999999999997
58,185.9,15,15,0.229,0.036,0,1,6.3,0.581,5.0,6.85,9.88,3.5,0,1.2586206896551724,2788.5,2.0547945205479454,0.0,0.8015
47,49.66,12,16,0.329,0.0008,1,1,3.8,0.672,3.49,5.87,7.82,5.0,0,1.2553191489361701,595.92,3.3333333333333335,9.070294784580499e-05,1.645
1,49.88,1,9,0.337,0.0296,0,0,5.3,0.601,5.0,6.35,9.9,5.1,0,2.0,49.88,1.4285714285714286,0.0,1.7187
59,103.38,15,6,0.094,0.0992,2,0,6.9,0.586,4.25,7.5,7.59,3.0,0,1.2542372881355932,1550.6999999999998,0.7594936708860759,0.02309662398137369,0.28200000000000003
42,89.11,11,12,0.449,0.0408,0,0,1.0,0.594,5.0,5.1,9.86,5.6,0,1.2619047619047619,980.21,6.0,0.0,2.5143999999999997
20,45.44,21,2,0.179,0.0456,1,0,5.8,0.89,3.24,7.53,7.42,4.0,0,2.05,954.24,0.29411764705882354,0.005415676959619952,0.716
47,79.89,1,2,0.155,0.2176,0,0,4.6,0.54,3.6,6.47,7.87,3.6,0,1.0212765957446808,79.89,0.35714285714285715,0.0,0.558
25,133.21,1,43,0.372,0.0752,0,0,2.3,0.463,4.15,3.65,8.9,4.8,0,1.04,133.21,13.030303030303031,0.0,1.7855999999999999
6,126.81,2,83,0.48,0.0288,1,0,2.6,0.537,4.56,1.78,8.8,5.6,1,1.3333333333333333,253.62,23.055555555555554,0.0029387755102040815,2.6879999999999997
52,37.25,1,37,0.229,0.06,1,0,3.2,0.741,3.57,4.25,7.7,4.4,0,1.0192307692307692,37.25,8.809523809523808,0.006896551724137931,1.0076
30,77.9,8,10,0.166,0.0112,0,0,3.3,0.646,4.17,5.87,9.13,3.7,0,1.2666666666666666,623.2,2.3255813953488373,0.0,0.6142000000000001
20,46.67,1,5,0.222,0.0016,2,0,2.0,0.297,3.96,5.45,7.62,4.3,0,1.05,46.67,1.6666666666666667,0.00037122969837587004,0.9546
9,181.7,5,63,0.245,0.0112,0,0,5.4,0.753,3.49,3.82,8.45,3.6,0,1.5555555555555556,908.5,9.84375,0.0,0.882
56,30.21,15,36,0.371,0.012,2,0,3.6,0.662,4.34,4.9,7.97,5.4,0,1.2678571428571428,453.15000000000003,7.82608695652174,0.0026755852842809368,2.0034
48,58.55,1,29,0.23,0.3512,1,0,3.8,0.67,2.79,4.85,5.95,4.3,0,1.0208333333333333,58.55,6.041666666666667,0.050532374100719424,0.989
49,38.22,1,37,0.037,0.0248,0,0,2.3,0.356,3.23,3.95,8.15,3.0,0,1.0204081632653061,38.22,11.212121212121213,0.0,0.11099999999999999
18,167.61,5,35,0.445,0.0296,0,0,0.0,0.671,3.85,3.42,8.75,5.1,0,1.2777777777777777,838.0500000000001,35.0,0.0,2.2695
40,71.08,11,48,0.169,0.0536,2,0,2.9,0.521,4.78,3.93,8.27,3.8,0,1.275,781.88,12.307692307692308,0.01156418554476807,0.6422
3,38.22,1,110,0.16,0.0912,0,0,0.7,0.915,3.64,1.0,8.34,3.9,1,1.3333333333333333,38.22,64.70588235294117,0.0,0.624
36,38.33,1,11,0.193,0.04,2,0,1.3,0.715,3.01,4.92,6.54,4.1,0,1.0277777777777777,38.33,4.782608695652175,0.010610079575596816,0.7913
6,41.68,2,10,0.287,0.0512,0,0,1.2,0.541,4.22,4.97,9.05,4.8,0,1.3333333333333333,83.36,4.545454545454545,0.0,1.3776
44,103.7,23,64,0.221,0.044,2,0,6.2,0.848,2.94,4.63,6.46,3.9,1,1.5227272727272727,2385.1,8.88888888888889,0.011796246648793566,0.8619
38,51.34,20,17,0.259,0.0312,0,0,3.3,0.899,5.0,5.92,9.9,4.5,0,1.526315789473684,1026.8000000000002,3.9534883720930236,0.0,1.1655
1,51.15,1,10,0.3,0.0424,1,0,2.5,0.656,4.39,5.37,8.58,4.8,0,2.0,51.15,2.857142857142857,0.0044258872651357,1.44
19,98.38,1,85,0.077,0.1416,2,0,3.2,0.577,2.56,1.85,5.75,2.9,1,1.0526315789473684,98.38,20.238095238095237,0.04195555555555556,0.2233
38,94.84,1,21,0.242,0.0256,0,0,2.4,0.795,4.47,4.78,9.38,4.1,0,1.0263157894736843,94.84,6.176470588235294,0.0,0.9921999999999999
28,35.03,1,15,0.159,0.0328,1,0,2.5,0.291,3.95,5.12,8.17,3.9,0,1.0357142857142858,35.03,4.285714285714286,0.003576881134133043,0.6201
47,54.9,1,49,0.311,0.02,1,0,4.9,0.859,3.89,4.22,8.16,4.8,0,1.0212765957446808,54.9,8.305084745762711,0.002183406113537118,1.4928
9,106.3,1,4,0.371,0.0728,0,0,4.4,0.364,2.85,6.3,7.61,5.0,0,1.1111111111111112,106.3,0.7407407407407407,0.0,1.855
47,48.1,1,5,0.358,0.02,0,0,2.0,0.264,4.74,5.45,9.67,5.2,0,1.0212765957446808,48.1,1.6666666666666667,0.0,1.8616
10,24.97,1,50,0.396,0.1304,1,0,6.9,0.401,3.88,4.83,7.78,5.6,0,1.1,24.97,6.329113924050633,0.014851936218678813,2.2176
24,36.35,1,8,0.559,0.004,0,0,4.6,0.144,4.3,6.17,9.29,6.7,0,1.0416666666666667,36.35,1.4285714285714286,0.0,3.7453000000000003
26,55.94,7,0,0.4,0.0152,1,0,0.0,0.606,2.61,5.23,6.89,5.5,0,1.2692307692307692,391.58,0.0,0.001926489226869455,2.2
8,44.58,5,7,0.129,0.0536,2,0,3.3,0.611,2.17,5.92,5.66,3.6,0,1.625,222.89999999999998,1.627906976744186,0.016096096096096097,0.46440000000000003
5,47.95,3,7,0.294,0.064,0,1,5.1,0.636,2.79,6.45,7.58,4.8,0,1.6,143.85000000000002,1.1475409836065575,0.0,1.4111999999999998
13,87.32,7,47,0.116,0.104,0,1,2.4,0.404,4.77,3.68,9.42,3.3,0,1.5384615384615383,611.24,13.823529411764707,0.0,0.3828
22,49.15,6,17,0.01,0.0912,0,0,2.1,0.717,3.33,5.05,8.03,2.8,0,1.2727272727272727,294.9,5.483870967741935,0.0,0.027999999999999997
34,93.58,9,52,0.071,0.0072,0,0,0.8,0.714,4.75,2.97,9.73,2.9,0,1.2647058823529411,842.22,28.88888888888889,0.0,0.20589999999999997
25,108.82,7,7,0.394,0.0864,1,0,7.0,0.196,4.55,7.22,8.6,5.1,0,1.28,761.74,0.875,0.009000000000000001,2.0094
23,21.83,18,53,0.131,0.0432,1,0,0.0,0.656,4.82,2.95,9.01,3.8,0,1.7826086956521738,392.93999999999994,53.0,0.004315684315684316,0.4978
41,54.41,11,18,0.101,0.0608,0,0,3.8,0.329,3.02,5.73,7.82,3.4,0,1.2682926829268293,598.51,3.75,0.0,0.34340000000000004
48,27.46,13,6,0.155,0.0312,0,0,0.1,0.483,4.29,5.17,9.19,3.9,0,1.2708333333333333,356.98,5.454545454545454,0.0,0.6045
21,28.14,1,24,0.227,0.092,0,0,6.5,0.7,5.0,6.0,9.69,4.4,0,1.0476190476190477,28.14,3.2,0.0,0.9988000000000001
3,70.75,1,5,0.249,0.0848,3,0,0.6,0.809,3.02,4.98,5.74,4.3,0,1.3333333333333333,70.75,3.125,0.03774480712166172,1.0707
8,65.8,3,9,0.023,0.0416,0,0,4.2,0.698,5.0,6.05,9.86,2.8,0,1.375,197.39999999999998,1.7307692307692306,0.0,0.0644
46,49.63,24,2,0.44,0.032,1,0,5.3,0.332,3.44,7.47,7.67,5.8,0,1.5217391304347827,1191.1200000000001,0.31746031746031744,0.003690888119953864,2.552
50,41.28,26,133,0.499,0.0008,1,1,2.7,0.481,3.66,1.77,7.99,6.2,1,1.52,1073.28,35.945945945945944,8.898776418242492e-05,3.0938
39,177.73,1,14,0.07,0.0968,1,0,5.1,0.821,4.78,6.03,8.79,2.4,0,1.0256410256410255,177.73,2.295081967213115,0.009887640449438203,0.168
51,33.24,1,6,0.273,0.0888,1,0,5.4,0.497,3.6,6.53,7.64,4.7,0,1.0196078431372548,33.24,0.9375,0.010277777777777778,1.2831000000000001
39,87.3,10,69,0.623,0.0256,0,1,3.7,0.289,4.34,3.12,9.25,6.8,0,1.2564102564102564,873.0,14.680851063829786,0.0,4.2364
22,57.18,1,20,0.253,0.0296,0,0,3.3,0.437,4.57,5.13,9.47,4.4,0,1.0454545454545454,57.18,4.651162790697675,0.0,1.1132000000000002
45,25.0,1,27,0.317,0.028,0,0,6.0,0.796,2.93,5.68,7.84,5.1,0,1.0222222222222221,25.0,3.857142857142857,0.0,1.6166999999999998
11,76.7,3,85,0.43,0.216,1,0,2.3,0.915,3.65,1.62,7.26,5.5,1,1.2727272727272727,230.10000000000002,25.757575757575758,0.026150121065375304,2.3649999999999998
23,46.31,1,8,0.211,0.0048,1,0,1.3,0.479,4.05,5.07,8.37,4.2,0,1.0434782608695652,46.31,3.4782608695652177,0.000512273212379936,0.8862
49,48.15,25,40,0.13,0.0312,1,0,5.1,0.312,3.75,5.53,7.98,3.6,0,1.510204081632653,1203.75,6.557377049180328,0.0034743875278396433,0.468
16,75.41,5,4,0.349,0.0576,0,0,4.8,0.72,5.0,6.57,9.81,5.0,0,1.3125,377.04999999999995,0.6896551724137931,0.0,1.7449999999999999
52,292.42,14,60,0.077,0.044,3,1,3.2,0.712,4.02,3.53,6.87,1.8,0,1.2692307692307692,4093.88,14.285714285714285,0.016772554002541296,0.1386
60,111.49,31,47,0.221,0.0456,0,0,2.8,0.868,3.24,4.62,8.09,3.9,0,1.5166666666666666,3456.19,12.368421052631579,0.0,0.8619
51,23.9,26,26,0.643,0.1512,2,1,4.0,0.551,3.72,5.9,6.88,7.4,0,1.5098039215686274,621.4,5.2,0.038375634517766495,4.7582
28,173.28,8,5,0.339,0.0672,2,0,0.6,0.678,4.33,5.22,7.77,4.3,0,1.2857142857142856,1386.24,3.125,0.01532497149372862,1.4577
35,65.33,18,1,0.563,0.1912,4,1,2.2,0.689,2.61,6.28,4.31,6.5,0,1.5142857142857142,1175.94,0.3125,0.144030131826742,3.6594999999999995
42,25.28,11,14,0.521,0.0504,1,0,0.8,0.582,3.51,4.93,7.68,6.5,0,1.2619047619047619,278.08000000000004,7.777777777777778,0.005806451612903226,3.3865000000000003
29,37.44,22,1,0.232,0.048,1,0,0.0,0.676,3.89,5.68,8.06,4.4,0,1.7586206896551724,823.68,1.0,0.005298013245033113,1.0208000000000002
59,73.98,30,17,0.138,0.0176,0,0,6.9,0.565,3.55,7.45,8.49,3.5,0,1.5084745762711864,2219.4,2.151898734177215,0.0,0.48300000000000004
56,103.69,15,2,0.176,0.0168,1,1,3.8,0.821,3.96,6.67,8.24,3.6,0,1.2678571428571428,1555.35,0.4166666666666667,0.001818181818181818,0.6335999999999999
38,140.09,29,12,0.253,0.0328,2,1,7.2,0.877,2.84,7.77,6.4,3.9,0,1.763157894736842,4062.61,1.4634146341463417,0.008864864864864866,0.9867
6,40.21,2,1,0.023,0.0336,0,0,4.6,0.372,4.66,6.55,9.55,2.9,0,1.3333333333333333,80.42,0.17857142857142858,0.0,0.0667
49,70.85,1,26,0.162,0.0008,0,0,0.4,0.459,4.66,3.87,9.66,3.7,0,1.0204081632653061,70.85,18.571428571428573,0.0,0.5994
14,93.82,1,46,0.306,0.0648,0,0,1.5,0.05,5.0,3.23,9.78,4.6,0,1.0714285714285714,93.82,18.4,0.0,1.4076
29,106.47,1,65,0.375,0.0632,1,0,2.5,0.599,4.85,2.62,8.97,5.0,1,1.0344827586206897,106.47,18.571428571428573,0.0063390170511534605,1.875
49,156.19,1,21,0.387,0.0032,0,0,3.3,0.49,4.7,5.08,9.69,4.8,0,1.0204081632653061,156.19,4.883720930232558,0.0,1.8576
28,38.56,15,2,0.05,0.0488,2,0,5.1,0.578,1.56,7.1,5.06,3.1,0,1.5357142857142856,578.4000000000001,0.3278688524590164,0.016105610561056107,0.15500000000000003
10,76.3,3,36,0.221,0.1952,1,0,2.0,0.648,2.81,3.97,6.49,4.1,1,1.3,228.89999999999998,12.0,0.026061415220293725,0.9060999999999999
46,107.57,1,11,0.225,0.1144,2,0,4.4,0.506,3.48,5.95,6.77,3.9,0,1.0217391304347827,107.57,2.0370370370370368,0.029446589446589448,0.8775
47,22.51,12,50,0.584,0.1256,1,0,3.0,0.646,3.95,3.9,7.86,7.0,0,1.2553191489361701,270.12,12.5,0.01417607223476298,4.088
4,228.8,2,23,0.245,0.0112,0,0,5.3,0.694,3.62,5.68,8.58,3.3,0,1.5,457.6,3.6507936507936507,0.0,0.8085
24,103.9,13,70,0.309,0.1056,1,1,0.0,0.817,3.83,1.93,7.81,4.5,1,1.5416666666666665,1350.7,70.0,0.011986379114642454,1.3905
2,75.29,1,26,0.34,0.0656,2,0,1.8,0.748,2.97,4.33,6.42,4.9,0,1.5,75.29,9.285714285714286,0.017681940700808627,1.6660000000000001
46,39.81,1,30,0.385,0.1088,1,0,7.0,0.248,3.78,5.87,7.75,5.5,0,1.0217391304347827,39.81,3.75,0.012434285714285714,2.1175
59,145.95,1,17,0.263,0.0024,0,0,1.1,0.569,4.55,4.55,9.54,4.0,0,1.0169491525423728,145.95,8.095238095238095,0.0,1.052
29,81.11,8,21,0.134,0.0936,2,1,5.3,0.353,4.1,5.98,7.45,3.5,0,1.2758620689655173,648.88,3.3333333333333335,0.022153846153846156,0.46900000000000003
25,77.73,26,20,0.05,0.2208,0,0,1.8,0.761,4.61,5.47,8.87,2.9,0,2.04,2020.98,7.142857142857143,0.0,0.145
31,44.45,16,34,0.357,0.0704,0,1,4.9,0.656,3.19,5.47,7.96,5.2,0,1.5161290322580645,711.2,5.762711864406779,0.0,1.8564
47,81.64,12,8,0.176,0.0056,2,1,4.7,0.456,3.16,6.57,6.81,3.7,0,1.2553191489361701,979.6800000000001,1.4035087719298245,0.0014340588988476313,0.6512
51,288.81,1,69,0.66,0.1192,1,0,7.8,0.758,4.72,4.18,8.66,5.9,0,1.0196078431372548,288.81,7.84090909090909,0.012339544513457557,3.8940000000000006
46,35.47,12,40,0.234,0.0096,1,0,2.3,0.487,3.26,4.17,7.56,4.4,0,1.2608695652173914,425.64,12.121212121212121,0.0011214953271028037,1.0296
15,10.0,1,8,0.385,0.0016,1,1,1.4,0.371,4.2,5.1,8.53,5.6,0,1.0666666666666667,10.0,3.3333333333333335,0.00016789087093389298,2.1559999999999997
38,44.72,10,41,0.207,0.012,1,0,3.3,0.643,3.4,4.38,7.69,4.2,0,1.263157894736842,447.2,9.534883720930234,0.0013808975834292288,0.8694
33,41.51,1,0,0.462,0.0904,0,0,1.6,0.212,4.52,5.57,9.22,6.0,0,1.0303030303030303,41.51,0.0,0.0,2.7720000000000002
50,72.56,26,2,0.2,0.0456,0,0,4.6,0.373,2.52,7.3,7.37,4.0,0,1.52,1886.56,0.35714285714285715,0.0,0.8
49,59.36,25,45,0.505,0.128,3,0,4.7,0.481,4.01,5.15,6.58,6.2,0,1.510204081632653,1484.0,7.894736842105263,0.050659630606860157,3.1310000000000002
8,168.92,1,4,0.339,0.0056,0,0,1.3,0.779,4.21,5.27,9.19,4.4,0,1.125,168.92,1.7391304347826089,0.0,1.4916000000000003
40,42.63,21,16,0.051,0.0272,1,0,6.3,0.916,3.09,7.0,7.33,3.1,0,1.525,895.23,2.191780821917808,0.0032653061224489793,0.1581
16,84.8,1,50,0.313,0.1512,0,0,4.0,0.84,4.33,3.87,8.83,4.7,0,1.0625,84.8,10.0,0.0,1.4711
38,107.3,29,0,0.251,0.0376,1,0,6.3,0.829,4.15,8.07,8.36,4.1,0,1.763157894736842,3111.7,0.0,0.004017094017094018,1.0291
44,185.56,34,4,0.196,0.2392,2,1,1.4,0.509,4.14,6.4,7.01,3.3,0,1.7727272727272727,6309.04,1.6666666666666667,0.05972534332084894,0.6468
41,64.13,1,9,0.134,0.0472,2,0,0.5,0.502,4.34,4.75,7.85,3.6,0,1.024390243902439,64.13,6.0,0.010666666666666666,0.48240000000000005
34,82.08,18,128,0.379,0.1024,1,0,5.9,0.075,3.67,2.57,7.66,5.2,1,1.5294117647058822,1477.44,18.55072463768116,0.011824480369515012,1.9708
6,46.01,4,15,0.225,0.0024,2,0,0.6,0.71,3.27,4.58,6.93,4.3,0,1.6666666666666665,184.04,9.375,0.000605296343001261,0.9675
39,108.7,10,18,0.282,0.0432,0,0,3.8,0.915,4.44,5.7,9.3,4.3,0,1.2564102564102564,1087.0,3.75,0.0,1.2126
40,129.76,21,134,0.387,0.0072,0,0,6.4,0.507,3.79,2.83,8.77,4.9,1,1.525,2724.96,18.10810810810811,0.0,1.8963
